id,label
41798,0
19933,2
21667,2
50575,0
16720,2
21372,2
25190,2
66615,0
20149,0
30160,2
63020,1
51636,2
64992,0
6192,0
70282,0
15040,0
1756,2
66995,0
20619,1
67490,2
27342,2
3897,0
14571,2
69524,2
44651,0
68570,0
1411,2
8583,2
42164,0
59327,2
69967,2
14915,0
27970,2
65693,2
17446,0
60573,2
49841,0
30479,2
72262,0
16446,1
71922,2
62752,0
73018,0
11187,0
43314,1
59427,2
40364,1
36664,1
59241,2
70857,2
14402,2
55876,0
41248,0
32144,2
67936,1
71569,1
11459,2
37582,1
57816,0
40041,2
23265,2
37230,0
25599,2
71490,2
44079,0
19332,2
14675,2
50738,2
15084,2
24966,1
58250,0
69989,2
51645,2
7523,1
19791,2
50474,2
66935,2
43930,1
50887,2
533,0
14397,0
16972,2
69316,2
44485,2
39576,0
7828,2
65279,1
7162,2
48633,1
31644,2
64486,2
9702,2
72052,2
51139,2
61658,2
49748,1
63423,2
12786,2
37365,2
32163,2
14252,0
62172,0
30646,2
6620,2
43638,0
69374,2
34111,2
14409,2
45899,2
27770,2
9757,2
53449,0
7416,2
67955,2
51344,0
66146,1
22714,2
65318,2
36414,0
19747,0
12495,0
15573,0
37708,0
43177,0
8915,2
21176,0
14848,2
6813,2
36480,2
15259,0
42201,2
18083,1
943,0
35631,0
5905,1
60160,0
236,2
23340,0
42290,2
25675,1
19884,0
55872,0
47473,2
51979,2
16174,2
54783,2
67566,0
66532,0
63399,2
34925,0
18479,0
65062,0
27980,0
53266,0
65233,0
61245,2
34071,2
30711,2
27671,0
33054,2
52619,2
19470,2
33965,0
73552,0
13726,0
51511,0
43032,2
25729,0
27020,2
39690,2
35111,2
68980,0
33821,0
55147,2
73822,1
57791,2
42183,2
28445,0
56461,0
49003,2
21940,2
68676,0
55680,0
43709,0
35062,2
43392,0
6626,2
604,2
5835,2
10454,2
4314,0
58967,2
36826,2
31081,0
49123,2
37838,2
40481,2
39431,0
70466,2
41816,2
46521,2
38471,0
12980,0
12101,0
41686,2
51689,0
12685,2
57882,2
8082,2
4511,0
11779,2
34518,0
57397,2
30770,2
52546,2
32810,0
2965,0
37145,0
27000,0
51148,2
30931,2
59778,2
61437,2
60458,2
27971,2
17936,0
73144,2
33620,2
426,0
3292,0
65215,2
30474,2
3777,2
3777,0
23636,2
43990,2
24411,2
35900,2
7280,2
44550,0
72815,2
28104,2
21010,2
7510,2
27118,2
35828,0
7368,2
42520,2
73684,0
9979,2
523,2
49115,2
21303,0
48154,2
42223,2
46259,0
20509,2
51552,2
39611,1
65727,0
39289,0
19133,1
58022,0
32410,2
73037,2
28114,0
25837,0
69517,2
27475,0
31954,0
31488,0
44213,2
42579,2
12851,2
69121,0
23893,2
43613,0
64919,2
67587,2
56736,0
35672,1
52270,2
19794,1
55272,1
36228,2
19924,0
30576,2
13878,2
34154,2
74069,1
53794,2
23032,1
48285,2
52653,0
43690,0
53242,2
67308,2
48081,0
34064,2
43418,0
55671,0
59022,0
58183,2
22227,2
42518,0
17650,2
53823,1
53005,2
9457,0
29108,2
26443,2
63148,2
49802,2
68107,2
13925,2
42210,0
11627,0
62613,2
67049,0
73276,0
73300,2
28686,2
10577,2
50786,2
58507,1
70827,0
73634,1
42909,2
22364,0
6105,2
6216,2
12600,2
52036,2
2296,2
61175,2
63043,2
41449,0
57735,2
20741,2
19774,0
46193,2
33774,2
52450,2
55715,2
19285,0
63732,2
23960,2
46251,2
27268,2
49904,0
60467,1
64812,2
9575,2
34370,2
68203,0
12319,0
72908,2
6471,2
54771,0
1876,2
40841,0
14075,2
52213,0
51239,0
52548,2
63420,0
4551,2
49310,0
21260,1
10696,0
27381,2
26015,2
51001,1
23338,0
69344,0
21909,2
4160,0
4660,2
45432,2
63846,0
51389,2
9866,2
55844,2
2608,0
14443,0
23783,0
5629,2
8355,2
62008,2
8304,2
6838,2
64669,0
5983,0
36150,2
8792,1
13632,0
43124,2
65553,2
11846,2
307,0
53928,2
45798,2
62132,2
15089,0
16641,2
10896,0
33636,0
17227,0
34540,2
56184,2
4621,2
13295,2
60762,0
54060,2
40137,2
12432,2
8774,1
48260,0
57487,2
61975,0
49038,2
28797,2
68850,2
72783,0
5445,0
36031,2
36603,2
45844,2
47442,0
44182,2
61818,2
837,0
24030,0
31853,2
73757,0
39976,0
8204,2
29685,0
12257,0
33348,1
9773,2
4720,0
43772,1
38422,2
73022,2
73642,2
53370,0
49142,2
43144,2
27881,2
72479,0
11905,2
26533,2
284,0
12227,2
34955,2
46402,0
21077,0
43761,0
17474,0
44520,2
39217,1
1182,2
32388,0
55973,2
5355,0
63938,2
54046,2
28540,2
59755,2
14714,0
7260,1
68369,0
52722,0
20346,0
17206,1
66941,2
1019,2
56093,2
22270,0
61464,2
19977,0
17603,2
12763,2
50054,0
73716,0
60041,2
35591,2
33776,2
68078,0
14117,2
48249,0
15299,2
44289,2
58542,2
65572,2
29953,2
3551,1
20061,2
26082,0
36280,2
31332,2
62638,2
16752,2
62130,2
35133,2
52578,2
23500,2
36987,0
988,0
10976,0
68276,2
15219,2
2021,0
31655,2
19639,2
44507,1
68389,2
55641,0
37278,0
29136,2
59257,2
15135,2
28581,0
13590,2
16842,0
52141,0
40010,0
71331,2
5995,1
22,2
41738,0
52143,2
34965,2
36923,0
66989,0
30242,2
36441,2
6191,1
2443,2
36805,0
54208,2
4635,2
59999,2
44920,1
46411,0
65543,0
24495,2
977,2
45593,0
52947,0
6514,2
44425,2
26147,1
26357,0
71045,2
24499,2
23595,2
70965,2
47120,2
62163,0
31138,2
26695,2
21492,2
36892,0
44984,0
22533,1
10688,2
18696,2
46905,0
63778,0
9700,1
18551,1
25053,0
2595,2
41521,2
29427,0
11013,2
53294,0
31575,2
66736,0
6990,0
67666,2
48801,2
68935,2
58800,0
12373,2
14421,2
11322,0
52885,0
16094,2
57741,2
30230,2
43410,2
2219,0
54819,2
15421,2
17944,1
57890,2
2263,2
33601,2
62007,2
53265,2
22280,0
2494,1
48543,0
10123,2
64312,2
10304,2
24400,2
22027,1
49315,1
74224,2
12151,0
48988,1
20499,2
18488,2
69495,2
14254,0
43580,2
4826,2
28610,2
36932,0
59188,0
39943,0
12760,2
71780,2
47181,0
5828,2
48913,2
21333,0
12918,2
40563,0
20678,2
32937,2
2573,2
6681,0
34687,2
20347,0
42150,2
13447,2
202,2
28072,2
67503,0
33749,2
27698,2
37593,0
60914,2
54725,0
19060,2
26296,2
49141,2
48972,2
38921,0
29017,0
25906,2
11804,2
3486,2
27354,2
57806,0
2388,2
62850,0
64310,2
37947,2
20551,2
4014,0
29640,2
23886,0
10712,0
44644,0
12303,0
64010,0
55113,2
57031,0
8360,2
18285,2
9943,0
12245,2
62799,0
42601,2
1323,2
41730,0
59801,2
35567,2
22837,0
31142,2
24208,0
19110,2
54343,2
73649,0
44981,0
60632,0
30280,2
26557,2
5271,0
62997,1
8381,0
16252,2
55399,0
68106,0
44919,2
58059,1
19481,2
50890,0
30636,0
69026,2
23790,2
67389,1
63632,2
12128,0
66000,2
57253,0
25114,2
66166,2
39859,1
35494,2
880,2
30037,0
58929,2
56654,0
26855,2
5205,1
43910,2
43903,0
68703,0
32876,2
9362,0
4751,0
41499,0
56420,2
49296,2
60643,2
55163,0
50618,0
52533,2
47353,0
50537,2
11504,0
55979,0
35138,2
42521,2
58145,0
49210,2
35843,0
64458,0
59054,0
38789,2
72004,2
35840,2
64058,2
71285,2
35243,2
15913,2
52396,2
4095,2
15217,2
65348,2
74054,0
27323,0
53836,2
59517,2
43776,2
54512,2
14235,0
25656,2
24386,2
25508,2
20117,2
50056,0
6595,0
7612,2
6762,0
12281,2
15200,0
1006,1
53973,2
59059,0
12318,0
71487,2
49679,0
43275,2
17586,2
27774,2
57789,0
24396,0
36193,0
8379,2
59887,2
12347,0
33195,0
59753,0
7779,0
594,0
56586,0
29316,0
61390,2
45965,0
63156,1
46500,0
19687,1
64202,2
27075,2
1082,2
35614,2
20146,2
36724,2
48107,2
26542,2
14004,0
72027,0
35296,0
21917,0
29311,2
41338,2
30257,2
21336,2
69876,2
65428,2
46272,0
9788,0
25405,2
73310,1
61392,2
32576,0
36771,2
39480,0
65058,2
50111,0
31178,1
36925,2
20487,2
19705,0
29488,2
31024,1
68991,2
31001,2
13913,2
29242,2
23754,0
73024,2
64031,2
49605,2
47208,0
46872,2
44807,2
17988,0
49526,0
248,2
37853,1
64473,2
34166,2
15574,0
6766,0
73123,0
71600,0
45439,0
5503,2
627,2
29416,2
55051,0
65739,2
42819,2
33591,1
47109,2
71137,2
67959,0
39872,0
6241,0
40260,2
48187,2
72727,1
4255,2
21601,2
35005,2
43136,2
53555,0
2584,2
49276,2
16054,2
645,2
18791,0
12313,0
41795,2
37388,2
7613,2
74168,1
21803,2
1985,0
63475,0
24981,0
37827,0
571,2
13190,0
51050,2
66554,2
61071,2
11482,0
31373,0
57404,0
63097,0
48658,0
17276,2
63067,2
65936,2
3584,2
73780,2
39787,0
17842,2
23527,0
23957,0
38579,2
600,0
16901,0
49069,0
37862,2
36570,2
50065,2
58309,2
37942,1
28372,2
20492,0
31968,0
33890,2
12827,2
7238,0
57304,0
60480,2
60428,0
44735,0
66280,2
48755,0
18045,0
11511,2
65046,2
67605,0
49337,0
23858,0
58802,2
54447,2
2890,2
46023,2
63300,0
28175,2
34675,1
52834,2
28007,2
18406,2
27851,0
26322,2
1083,0
45894,0
39502,0
69683,2
27083,0
51332,0
47070,2
73683,2
65351,1
40030,2
29999,0
44910,2
37846,2
22411,2
48629,0
40493,0
61909,0
69734,2
36913,0
11518,2
22513,2
51066,2
34252,0
967,1
69269,0
51003,2
42588,2
43964,2
59510,1
45339,2
25811,0
1258,2
43906,0
13092,2
60651,2
58076,1
43552,2
53567,2
4845,0
30124,0
39937,2
18572,0
53179,1
26060,0
22289,2
24677,2
11451,0
32022,2
57395,2
15777,2
13741,2
32945,1
5029,0
4976,0
46049,0
12608,0
38001,1
47200,2
13999,0
70213,1
34655,2
70062,2
33265,2
14498,2
41931,2
1230,0
41450,2
12500,0
24573,0
51631,2
26386,0
69652,0
67387,0
51215,2
10873,0
53610,0
28658,2
22930,2
18729,2
43909,1
40340,0
34938,0
14893,2
9767,1
14083,2
43258,0
27852,2
26095,0
46714,0
30260,1
38851,0
63649,0
24135,2
55729,1
25965,0
21627,2
39588,0
6070,2
3268,0
41334,0
70208,2
15105,2
28202,1
4982,2
67983,2
43130,0
36559,2
7981,0
44410,0
67600,0
58155,0
42352,0
57132,0
53728,2
2238,0
60325,1
9679,0
66384,2
57107,0
33634,2
43991,2
51402,2
33119,0
12274,2
50084,2
71063,2
64760,2
49545,0
49243,2
26497,0
1627,0
52559,1
65725,0
45085,2
2377,2
13533,1
6831,0
7844,2
2728,1
68177,2
11578,2
14334,2
45192,2
13468,2
33520,2
3077,2
54506,0
70350,2
60884,2
12842,0
71883,1
25950,0
14991,1
22472,2
61258,0
67542,2
7679,2
28948,2
60257,0
33830,0
32712,2
24018,0
29728,2
36871,2
71736,0
47012,0
69262,0
19918,2
15592,2
25618,2
62665,2
72451,0
44335,2
47658,2
17721,0
314,2
52863,2
50302,0
41891,2
56796,0
35171,0
57043,2
159,1
38495,2
16317,0
54434,2
27533,2
63515,2
4442,2
6403,2
18860,2
18281,2
57270,2
50732,2
51330,0
2293,0
4118,2
43183,2
48452,0
5227,2
21267,0
56835,2
39056,2
26458,0
41700,0
11497,0
3394,2
34603,2
12628,2
62841,2
19545,2
72061,0
24001,2
13380,2
23804,0
31938,0
30520,0
32087,2
36985,0
45833,0
40278,0
17120,2
26820,2
54678,2
3391,2
57501,2
46893,0
10138,2
66954,0
68180,0
61439,1
35603,0
53655,0
28041,0
60126,0
34343,2
18239,2
73989,1
5198,2
62197,2
69149,0
29586,2
50933,2
47249,0
13040,1
73916,2
15341,0
66571,2
9973,0
42779,2
43024,2
22304,2
16851,0
20514,0
69072,2
45551,0
36318,0
71933,0
46753,2
11785,2
39950,2
69273,0
50967,0
18113,2
4423,2
1643,2
59395,2
64509,2
3286,2
52640,0
10282,0
53332,2
67905,0
54204,2
29822,0
60543,2
10906,1
14261,0
14973,0
44924,2
9817,2
30429,2
3438,0
14200,2
73529,2
57799,2
70310,1
63699,2
37581,2
36472,1
51131,2
9206,2
54912,2
45927,2
44119,2
32684,0
73096,0
17814,2
18347,2
43488,0
57300,0
47915,0
55095,2
8997,0
9027,2
42348,2
65376,2
39434,2
53068,2
9545,1
52403,2
39414,1
67373,2
74158,2
30660,2
14253,2
65083,0
13321,1
15154,0
5939,0
39047,0
8685,2
26928,2
60456,0
67818,0
66628,2
37991,0
49363,2
4639,0
2149,0
55327,2
42645,2
7198,2
29318,0
48448,0
40555,2
8421,2
25535,0
58314,0
66692,2
40984,0
45021,2
42465,2
64658,0
72998,0
34070,0
69548,0
27406,0
21323,2
14553,0
57762,2
29637,0
36600,0
53027,2
35779,2
70427,0
69990,0
39402,2
10620,0
40116,2
43400,2
55546,2
35074,2
63809,2
52454,0
38444,2
67987,2
28020,0
48837,0
59661,2
69000,0
52977,0
29865,0
52583,2
55217,2
61527,2
63197,0
8491,2
37765,0
46762,2
63965,0
41284,1
24043,2
63373,2
27200,2
12869,2
14611,2
26283,0
64341,0
17976,2
21670,2
5971,0
65568,0
58775,2
7938,0
23635,2
30446,2
73378,2
69527,2
16650,0
16968,2
56130,0
1378,2
46921,2
7997,2
71627,2
47687,2
57873,0
62590,2
12993,0
67254,2
32111,0
22860,2
73986,2
40261,0
72167,1
31186,2
42983,0
2433,0
19374,0
51782,0
35531,0
59215,0
53499,0
15363,2
71446,2
25779,2
46772,2
34725,1
24605,0
63729,2
14116,0
29653,2
23488,1
17354,2
32953,0
11849,2
39498,2
53422,2
68657,0
65852,2
13883,2
67240,2
53480,2
48735,2
215,0
22762,2
71333,2
40042,2
17364,0
46255,2
24233,0
53986,2
6961,1
45415,1
49344,0
69668,2
17103,2
69255,2
3823,2
60170,1
70848,1
57893,2
31821,0
26566,0
54901,2
57661,2
49239,2
4622,2
32528,0
69774,1
17371,2
53835,1
23460,1
54406,2
29810,2
37274,0
6701,2
72397,0
8888,0
6348,2
8709,2
41560,2
14982,2
39661,2
56200,0
35757,2
14156,2
6196,2
29478,2
51799,0
53758,2
27546,2
40559,2
41009,2
42085,0
16533,2
4544,0
16211,1
59628,0
30197,2
26498,2
6554,2
1270,2
73023,2
37576,2
16762,2
60612,2
32109,2
31930,0
2365,2
44893,2
43083,2
63034,2
20817,2
42986,2
48280,1
9746,1
15049,2
66082,2
19488,1
17700,1
59416,2
36999,0
31175,2
6468,2
49828,0
40756,0
51688,2
55505,2
14187,2
3909,0
17441,2
37632,2
35319,0
53731,0
8387,1
26467,2
69411,0
8938,0
37016,0
39268,1
52718,0
346,2
72924,2
54334,0
30094,2
15892,0
18214,2
20860,2
64247,2
18748,2
59809,0
42324,0
4600,0
58389,0
29621,1
14461,0
30217,0
24320,2
32485,0
3206,0
2894,0
62675,0
37707,2
67796,0
39222,0
58821,2
55346,2
8177,0
3959,0
3444,0
56691,2
66711,2
32440,2
47411,2
6772,0
30590,0
35244,0
12481,2
63563,0
51374,2
70643,0
55225,0
62259,2
49805,2
69939,0
71468,0
4412,0
14864,2
24865,1
8788,0
12791,2
67577,2
72568,1
274,0
38819,0
41972,2
9254,2
36684,2
6954,2
14093,2
6474,2
15556,2
44214,0
53882,2
71533,2
65450,0
11550,2
492,0
68840,0
32888,2
37799,0
61567,0
73644,0
3633,2
434,2
54843,2
4570,2
14364,0
30389,0
28808,0
34303,0
47278,2
26906,2
34410,2
7157,0
50068,0
22682,0
52923,2
59094,0
74150,2
72627,2
29009,2
49724,0
50425,2
46823,0
12701,1
70124,2
27436,0
60208,0
21411,2
58567,0
40652,1
53536,2
14674,0
60454,2
4576,2
68428,0
46219,0
5000,0
41530,2
29245,1
69123,0
26048,2
46488,2
47974,2
34028,2
31583,1
53438,2
32524,2
13806,2
55032,2
68744,1
43627,2
13771,2
9814,2
69211,1
28977,1
47741,0
35617,2
72205,0
23771,0
20737,0
8899,0
56777,2
51629,2
25080,1
22506,0
23609,0
33368,0
64860,0
62830,2
169,2
44489,0
26913,2
67491,0
55871,2
15416,0
60294,0
41453,0
52644,0
68498,0
46771,2
53870,2
53185,0
60582,2
70065,2
16788,0
47855,2
62714,0
44207,2
48423,2
25783,0
50267,2
72263,2
70808,0
14759,0
5104,2
13872,2
16797,0
12920,0
3800,0
7925,2
5117,0
61423,2
53196,2
18948,2
21630,2
74023,0
19853,2
10775,0
51226,0
65415,2
13235,0
10212,2
48831,0
66865,0
48350,0
56943,0
6297,2
51463,0
866,2
6406,2
56413,2
22493,2
54862,0
4946,0
10221,2
40778,0
37067,0
69555,2
4734,2
18107,2
11215,2
56374,2
11343,0
47933,2
51775,0
45978,0
72691,0
73172,0
16798,0
29128,0
36699,2
10532,1
34292,1
55447,0
33103,2
56440,2
1813,0
28074,2
33736,0
9375,2
38598,0
20624,2
23302,2
60282,0
41,2
3340,2
24788,2
38587,2
23926,2
5943,2
33725,2
36449,2
20524,2
27667,2
66627,2
38667,2
40536,2
22791,2
59217,2
44596,2
20213,1
45944,0
47302,0
24592,2
71731,2
36640,0
50051,2
64083,1
17615,2
12783,0
19692,0
1043,0
34153,0
58422,2
28005,0
25805,0
42095,2
57810,0
40441,0
47435,0
27594,2
14649,2
44931,2
67672,0
57454,2
4340,2
35350,0
39740,2
15619,2
24586,0
3210,0
24405,2
18960,0
16579,2
1108,0
22224,2
12117,2
4886,0
60485,2
22328,2
33535,0
56807,2
67345,0
33523,0
4975,1
4807,2
72986,2
17283,2
61288,2
3267,2
64984,0
22871,2
9060,2
41157,2
9807,0
36323,0
27762,0
8116,2
37325,0
27295,2
57967,0
38986,0
51099,2
36134,2
32229,0
64116,1
9648,0
5369,0
46513,2
27044,2
62195,0
13862,1
14310,0
44985,0
57133,2
36739,2
58091,0
58185,1
17135,1
49901,0
44780,0
32473,1
71580,2
66985,0
30962,0
22157,0
2547,2
35947,2
66681,2
10901,2
44697,2
60462,0
11326,0
57464,2
71303,2
6433,2
35305,0
65596,2
2113,1
57220,2
32729,0
6214,0
69616,0
36444,2
31775,2
10680,2
59354,2
59689,0
7659,0
20371,2
19987,2
40646,2
43621,1
41677,0
826,2
33627,2
34844,0
12390,1
15513,2
55950,0
14267,0
38245,0
48609,2
42651,2
12225,2
5976,0
15642,2
17271,2
34904,2
57059,0
42654,2
37579,0
10930,1
13001,0
12380,2
57555,2
47730,2
25703,0
35402,0
67223,2
24401,0
70524,0
8451,0
60104,2
11741,1
73088,2
10784,2
28986,2
49249,0
67386,2
26052,2
34528,0
24136,2
13485,0
16729,2
655,2
68893,2
68775,2
16365,2
10067,1
7769,2
33556,0
804,0
12358,2
39804,2
48733,0
57891,2
62722,1
35264,0
13419,0
60649,0
16751,0
28672,2
23317,2
57286,0
57134,2
37021,2
42383,2
16435,0
11879,2
32718,2
69591,2
40383,2
7874,0
28616,2
68946,2
69177,1
32977,2
7894,0
50207,2
6164,2
29993,0
69164,2
15772,0
29664,2
59027,0
49070,2
29834,2
35653,0
42275,2
112,0
72661,0
21526,0
12846,0
42371,2
44319,1
35006,0
2958,2
48290,0
17625,2
70199,0
51857,2
52007,0
39684,0
56555,2
53798,0
5165,0
70484,0
63058,2
34122,0
65270,2
18354,2
72131,0
68207,0
10594,2
39471,0
72431,2
66441,0
30401,1
24824,1
57231,2
31800,2
26200,2
42114,1
32898,1
9238,2
51433,2
11407,0
44146,2
5116,0
57227,0
59196,2
57956,2
20752,2
7641,2
33943,2
58326,2
24575,2
17716,0
72553,2
29776,0
35465,2
50500,2
49798,0
17663,2
19484,2
52215,0
24881,1
8134,0
71152,2
43161,2
28426,0
15261,2
54432,1
45529,2
56026,0
35624,2
59366,2
52824,2
46327,0
20569,0
71742,0
27395,2
21398,2
30795,2
40896,2
10125,0
35677,2
35102,0
67925,2
20426,0
616,2
68256,2
36996,2
71590,0
62690,2
54113,2
43128,0
23,0
16463,2
71390,1
70749,0
49118,0
59669,0
53391,0
56252,2
65179,0
73805,2
65888,2
66856,2
28001,2
20319,1
3518,2
4775,0
33144,0
5408,2
3261,2
1696,2
62853,2
52585,0
25406,0
51369,0
11438,0
27734,2
60627,0
41174,2
9921,0
55619,2
34132,1
72187,2
48540,2
41822,0
39184,2
45126,2
61025,2
38387,0
55930,0
46755,0
64048,2
37585,0
37199,0
8241,2
46633,0
14519,0
6113,2
23769,2
50304,0
38139,2
