id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
65649,0.0,2012-07-19,39.0,0.0,31.0,232.8471479,315.97345096,8,6804.0,337,7,74,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,8,0,user-group,5,0,0,5,0,2
54205,0.0,2014-01-17,,1510.0,,230.93034829,321.68581755,5,2730.0,341,2,30,1350,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,6,0,0,9,2,0
21554,0.0,2014-02-07,3.0,1508.0,100.0,230.49634181,321.38001065,5,2873.0,341,2,30,1400,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2012,3,4,user-group,6,0,3,1,1,0
51739,0.0,2012-04-12,22.0,0.0,157.0,236.35026458,318.70565908,6,11698.0,326,2,68,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,1,0,0,0,0
51840,0.0,2012-08-08,20.0,302.0,5.0,238.97437659,319.87263362,2,15985.0,329,5,61,1400,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2000,9,0,user-group,0,0,0,5,0,3
46011,2200.0,2012-07-27,102.0,1876.0,523.0,231.29195712,317.17962586,8,18262.0,340,4,95,1400,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1988,4,0,user-group,2,0,0,3,0,2
10218,700.0,2014-01-23,56.0,1326.0,83.0,230.3341839,319.3105098,5,2486.0,340,2,90,1050,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1989,9,0,user-group,5,0,0,3,0,2
44078,0.0,2012-04-06,,0.0,,234.37985165999999,316.23463076,7,509.0,337,8,44,0,False,Chocolate Lovers Consultants Ltd,5.0,Official pipe,0,3,4,user-group,0,0,3,6,1,0
40252,0.0,2014-01-25,73.0,612.0,109.0,238.69590888,314.75567649,3,6705.0,333,4,117,1120,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1993,9,0,user-group,0,3,2,3,0,3
8665,210.0,2014-02-03,58.0,1254.0,49.0,237.15457283,321.72944969,2,13570.0,328,6,63,1150,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,2004,3,4,user-group,4,0,0,0,0,0
27488,250.0,2014-01-19,53.0,213.0,5.0,239.43623545,315.62631875,3,13413.0,405,14,104,1340,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2011,14,0,user-group,4,0,0,3,0,1
58550,700.0,2012-03-26,246.0,530.0,5.0,236.40907028,316.33049127,7,2141.0,330,5,98,1239,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,2011,3,0,user-group,3,0,0,6,1,0
9458,0.0,2012-08-09,16.0,0.0,36.0,233.28404695,322.12588271,1,6305.0,344,8,59,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,15,0,user-group,5,0,1,5,0,2
17999,700.0,2012-06-03,39.0,1656.0,69.0,235.03606383,316.1851805,7,970.0,336,5,15,1080,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2015,8,0,user-group,3,0,0,7,0,2
45325,300.0,2014-01-22,101.0,545.0,91.0,238.80644708,314.42875046,3,12142.0,415,34,33,3000,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1979,7,6,commercial,4,1,0,3,0,1
58317,0.0,2014-04-04,18.0,1317.0,14.0,237.7301777,320.99626838,2,5017.0,328,4,18,1250,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,2011,3,0,user-group,0,0,1,0,0,0
18710,0.0,2012-03-25,285.0,0.0,824.0,236.47283764,318.77674455,6,,326,4,106,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,2,0,2,0,0,1
44254,0.0,2014-02-27,11.0,1050.0,9.0,236.01585267000002,314.24885336,3,2807.0,335,6,10,1550,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,5,0,2,6,1,0
20374,0.0,2012-07-27,107.0,2047.0,5.0,231.36793627,317.14019539,5,4747.0,340,4,95,1001,False,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1997,9,9,unknown,0,0,0,5,0,3
9799,205.0,2014-10-03,58.0,1316.0,49.0,237.23552130000002,321.73429673,2,4068.0,328,6,63,1010,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,2004,3,4,user-group,4,0,0,0,0,0
21287,0.0,2012-03-20,130.0,0.0,23.0,236.71185915,318.81968336,6,,326,4,106,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,4,0,2,0,0,1
51646,0.0,2012-02-19,0.0,1786.0,1521.0,235.7058089,317.13607525,7,18052.0,336,2,53,1644,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2010,3,0,user-group,0,0,0,0,0,0
35698,0.0,2012-07-21,75.0,0.0,5.0,230.91282517,323.4397851,1,14908.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,9,0,user-group,0,0,0,0,0,4
52870,0.0,2014-03-28,42.0,1782.0,33.0,236.82817222,321.68378072,2,13857.0,327,8,41,1096,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2011,3,0,user-group,6,0,0,0,0,0
31841,0.0,2012-03-11,11.0,1999.0,74.0,234.55934373,315.26446435,0,558.0,336,6,0,1030,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1997,3,0,user-group,5,0,0,0,0,0
15748,0.0,2014-01-18,11.0,1524.0,83.0,230.70058381,321.23538366,5,17314.0,341,2,30,1130,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2011,8,0,user-group,6,0,3,5,0,2
66659,230.0,2012-04-02,20.0,885.0,476.0,238.08189534000002,319.54021295,2,5285.0,329,7,113,1150,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2011,14,0,user-group,4,0,0,6,1,1
52921,0.0,2012-08-17,15.0,1686.0,5.0,232.06433184,316.30768721,8,13739.0,340,3,14,1270,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1991,4,0,user-group,0,0,0,3,0,2
20085,0.0,2014-01-20,20.0,201.0,5.0,239.56035814,315.83322903,3,5329.0,405,14,104,1430,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2012,14,0,user-group,0,1,1,3,0,1
45759,1700.0,2014-02-12,20.0,923.0,16.0,237.55665245,321.45589356,2,2.0,328,3,64,1300,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2014,14,5,user-group,3,0,1,3,0,0
14949,0.0,2012-03-02,32.0,0.0,5.0,239.13772943,320.05060492,2,7738.0,329,9,5,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2013,0,0,user-group,0,0,0,5,0,2
60233,700.0,2013-11-07,264.0,1462.0,588.0,233.85354388,323.05783829,1,16821.0,345,5,70,1070,True,Chocolate Lovers Consultants Ltd,4.0,Official pipe,2014,4,1,user-group,3,1,1,3,0,2
6782,0.0,2014-02-14,157.0,1512.0,5.0,230.83743488,321.36242442,5,4030.0,341,2,30,1350,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1998,3,0,user-group,6,0,0,0,0,0
55543,0.0,2014-02-13,32.0,896.0,107.0,237.60017120999998,321.522243,2,586.0,328,3,64,1730,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1995,8,0,user-group,0,0,0,5,0,2
25713,0.0,2014-03-06,42.0,1207.0,221.0,235.7249777,321.28944093,4,6099.0,346,2,84,1175,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2017,3,0,user-group,0,0,1,6,1,1
44856,0.0,2014-02-01,20.0,175.0,5.0,239.29050365,316.50210714,3,15665.0,405,14,104,1230,True,Chocolate Lovers Consultants Ltd,,Official pipe,2013,9,0,user-group,0,0,1,5,0,3
57649,0.0,2012-03-24,39.0,1386.0,31.0,238.45930438,320.0948797,2,11213.0,329,2,40,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1980,3,0,user-group,0,0,0,0,0,0
27459,0.0,2012-02-21,122.0,2397.0,23.0,234.12518364,315.73841118,0,8323.0,336,4,31,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2015,3,0,user-group,0,0,1,0,0,0
38450,400.0,2012-03-11,20.0,1899.0,5.0,238.20106302,320.4514664,2,13747.0,329,2,40,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2007,3,0,user-group,3,0,0,0,0,0
26432,0.0,2014-01-20,6.0,0.0,5.0,0.0,324.99999998,1,9675.0,342,2,17,0,False,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,9,1,user-group,0,0,0,5,0,3
36731,0.0,2012-07-05,20.0,0.0,5.0,231.37860656,323.39680093,1,11520.0,343,3,38,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,3,1,1,0
70077,0.0,2013-10-19,202.0,1505.0,203.0,234.23370079,323.26502702,1,8312.0,345,4,51,1350,,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2016,0,0,user-group,6,1,0,7,0,2
22370,0.0,2012-07-23,114.0,0.0,105.0,230.54231262,322.18187953,1,700.0,343,31,88,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,3
25605,210.0,2014-02-26,8.0,1766.0,221.0,235.44013931,320.67076387,4,11238.0,346,2,84,1340,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,2017,3,8,parastatal,4,0,0,0,0,1
22853,0.0,2014-02-02,11.0,1539.0,83.0,230.76948669,321.6443655,5,13628.0,341,2,30,1150,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2010,8,0,user-group,6,0,1,5,0,2
13934,0.0,2012-03-05,81.0,566.0,5.0,236.79327894,315.93649753,7,9006.0,330,5,98,1001,,Chocolate Lovers Consultants Ltd,,Official pipe,2011,15,0,user-group,0,0,1,5,0,2
44256,1400.0,2012-03-03,11.0,1869.0,5.0,235.10932044,316.7514138,7,357.0,336,3,86,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,15,0,user-group,2,0,3,7,0,2
5538,0.0,2012-03-12,20.0,0.0,194.0,235.51845619,318.42918035,4,813.0,326,5,23,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,4,0,1,3,0,0
55514,0.0,2014-03-04,20.0,1949.0,5.0,236.67215823,321.71325673,2,2910.0,327,3,26,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1995,3,0,user-group,0,0,0,0,0,0
2967,0.0,2014-02-09,20.0,1452.0,29.0,234.30362396,323.32037358,1,606.0,345,3,1,1200,True,Chocolate Lovers Consultants Ltd,4.0,Official pipe,1979,7,1,user-group,0,1,1,3,0,1
14492,0.0,2012-04-17,20.0,0.0,175.0,236.07841310999999,320.19457892,4,8208.0,326,2,28,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,0
69911,230.0,2014-03-27,18.0,1287.0,14.0,235.3744752,321.46513645,4,1557.0,349,31,89,1270,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2011,14,0,user-group,4,0,0,3,0,0
21567,0.0,2014-02-13,32.0,901.0,107.0,237.58145709000001,321.52307596,2,10118.0,328,3,64,3630,True,Chocolate Lovers Consultants Ltd,1.0,Unofficial pipe,1995,12,2,other,0,0,1,5,0,0
60096,0.0,2014-03-26,165.0,1719.0,158.0,234.81923314,313.88217286,0,484.0,335,4,97,1080,,Chocolate Lovers Consultants Ltd,4.0,Official pipe,2010,3,1,user-group,6,0,0,0,0,0
34745,0.0,2014-07-02,10.0,1506.0,8.0,234.99341916,313.93380518,3,4400.0,335,4,97,1266,,Chocolate Lovers Consultants Ltd,,Unofficial pipe,2015,3,9,unknown,6,3,4,0,0,4
36344,0.0,2012-03-14,5.0,0.0,5.0,239.10479648,320.32261986,2,13698.0,329,9,5,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,9,0,user-group,0,5,1,2,1,0
61805,0.0,2012-04-15,20.0,0.0,29.0,233.03836482,316.43376322,8,1220.0,337,2,85,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
16731,0.0,2012-07-21,16.0,0.0,36.0,231.75991576,321.96560809,1,15377.0,343,9,65,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,15,0,user-group,1,0,0,7,0,2
51232,0.0,2013-10-04,7.0,0.0,5.0,233.81869551,321.37569796,4,11494.0,342,9,50,0,False,Chocolate Lovers Consultants Ltd,9.0,Official pipe,0,3,8,parastatal,6,0,3,1,1,0
29514,0.0,2014-02-23,59.0,0.0,5.0,233.63284948,322.14741879,1,18058.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,0,0,0,5,0,2
54940,0.0,2014-01-29,6.0,0.0,5.0,0.0,324.99999998,1,7441.0,342,2,17,0,False,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,15,1,user-group,1,6,1,5,0,2
51186,0.0,2014-03-20,89.0,1883.0,5.0,236.48230215,322.46105973,4,14843.0,327,7,72,1600,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1983,3,0,user-group,5,0,1,0,0,5
36412,0.0,2012-03-18,81.0,452.0,32.0,236.70138269,316.86493761,7,5044.0,330,4,43,1150,True,Chocolate Lovers Consultants Ltd,,Official pipe,2002,15,0,user-group,0,5,0,5,0,2
13728,0.0,2013-10-24,90.0,0.0,5.0,233.50251298,321.57892046,4,4433.0,342,9,50,0,False,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,6,1,0,5,0,2
67791,0.0,2012-04-15,27.0,0.0,5.0,235.78993733,320.4773001,4,25.0,326,2,28,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,0
38032,0.0,2012-02-23,128.0,262.0,5.0,238.72130316,318.06781286,6,8168.0,331,4,102,1001,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2012,3,0,user-group,0,0,3,1,1,0
24594,0.0,2014-01-16,284.0,1011.0,278.0,229.6743188,320.09398889,5,16637.0,341,5,119,4455,False,Chocolate Lovers Consultants Ltd,1.0,Official pipe,1975,9,2,other,0,0,2,8,1,0
55392,0.0,2013-10-08,98.0,0.0,5.0,231.50043104,321.62622305,5,17611.0,342,6,48,0,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,0,15,8,parastatal,6,0,0,5,0,2
13715,0.0,2013-10-12,68.0,0.0,396.0,233.39902758,320.75010341,4,4692.0,339,3,82,0,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,0,14,0,user-group,4,1,0,3,0,1
69,1700.0,2014-02-13,165.0,1079.0,5.0,235.72038601,314.20311808,3,15204.0,335,3,60,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2007,3,0,user-group,2,0,0,6,1,0
51632,0.0,2014-03-16,39.0,2392.0,757.0,236.25691633,322.09839232,4,17982.0,327,7,72,1100,False,Chocolate Lovers Consultants Ltd,0.0,,2006,3,0,user-group,5,0,1,6,1,0
23995,0.0,2012-02-21,11.0,2091.0,5.0,235.4295921,316.74774039,7,357.0,336,3,86,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
46625,220.0,2012-03-19,68.0,673.0,61.0,237.80911763,318.22875178,6,4222.0,330,3,49,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2009,3,0,user-group,4,0,0,6,1,0
22317,230.0,2014-03-26,18.0,1236.0,14.0,235.33796284,321.48952991,4,4498.0,349,31,89,1500,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2003,3,0,user-group,4,0,0,6,1,0
11571,300.0,2014-03-15,265.0,1243.0,196.0,235.6395308,314.31395823,3,2159.0,335,5,123,8500,False,Chocolate Lovers Consultants Ltd,1.0,Official pipe,2015,4,2,other,4,0,0,5,0,2
42544,0.0,2012-03-19,88.0,181.0,89.0,239.20439371999998,317.48895306,7,17879.0,331,5,9,1056,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2013,8,0,user-group,0,0,0,5,0,2
16881,800.0,2014-01-25,18.0,1170.0,5.0,229.73088861,320.18467342,5,6220.0,341,4,19,1633,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,2013,3,8,parastatal,3,0,0,6,1,1
32191,0.0,2012-07-23,100.0,0.0,90.0,233.85364705,315.45341469,0,1923.0,337,4,27,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
42073,0.0,2012-07-07,,0.0,,233.64539037,315.69579433,0,12687.0,337,5,34,0,True,Chocolate Lovers Consultants Ltd,0.0,,0,3,0,user-group,0,0,0,0,0,0
29062,0.0,2014-05-02,20.0,1562.0,29.0,234.97788119,314.01365667,3,6112.0,335,4,97,1025,,Chocolate Lovers Consultants Ltd,4.0,Official pipe,2007,3,1,user-group,6,0,0,0,0,0
2197,400.0,2012-08-03,107.0,953.0,5.0,230.52376957,317.87273511,5,15535.0,340,4,95,1001,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2012,15,0,user-group,5,0,0,5,0,2
6117,0.0,2014-02-10,109.0,1507.0,83.0,230.84864436,321.72728157,5,15923.0,341,2,30,1290,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2011,4,0,user-group,6,0,0,3,0,2
24965,0.0,2012-07-27,,0.0,,233.54319738,315.83814927,0,1326.0,337,5,34,0,True,Chocolate Lovers Consultants Ltd,0.0,,0,3,0,user-group,0,0,1,0,0,0
72424,700.0,2012-11-04,946.0,1686.0,90.0,234.63093013,316.03941493,7,156.0,336,5,15,1075,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2008,3,5,user-group,3,0,0,6,1,0
8220,220.0,2012-03-19,23.0,180.0,280.0,238.89765028,318.55496945,6,1019.0,331,2,24,1200,True,Chocolate Lovers Consultants Ltd,3.0,Unofficial pipe,2011,14,3,commercial,4,0,0,3,0,0
8294,0.0,2014-01-22,19.0,1811.0,5.0,229.7589705,320.45096186,5,14661.0,341,4,19,1157,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2012,3,0,user-group,6,0,0,0,0,4
6334,0.0,2013-10-12,109.0,0.0,270.0,233.68285256000001,321.93703707,1,1142.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,3,1,user-group,0,0,1,1,1,0
21375,0.0,2014-03-05,16.0,1843.0,36.0,234.78576268,323.21131643,1,11469.0,345,3,1,1890,,Chocolate Lovers Consultants Ltd,1.0,Official pipe,1998,15,1,user-group,6,0,1,5,0,2
53807,0.0,2013-10-12,114.0,0.0,105.0,233.06602141,321.24011776,1,2609.0,342,4,6,0,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,0,9,8,parastatal,0,0,3,1,1,0
23898,500.0,2012-03-11,82.0,894.0,73.0,236.70658157,318.35885584,6,168.0,330,2,83,1212,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2002,15,0,user-group,3,0,3,5,0,2
1059,500.0,2012-03-30,81.0,478.0,5.0,236.9422246,317.29027305,7,5997.0,330,4,43,1055,True,Chocolate Lovers Consultants Ltd,8.0,Official pipe,2000,3,0,user-group,3,0,0,6,1,0
24004,2200.0,2014-02-18,11.0,574.0,9.0,237.36207278,313.61755859,3,4993.0,335,2,62,1001,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1990,15,0,user-group,2,0,0,3,0,2
25721,0.0,2014-03-18,,1268.0,,236.05127072,321.34196333,4,5073.0,327,2,110,1001,False,Chocolate Lovers Consultants Ltd,0.0,,2005,14,0,user-group,0,0,1,3,0,0
69139,0.0,2014-03-15,90.0,1492.0,904.0,236.78199217,322.43671886,4,3337.0,327,7,72,1300,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2010,3,0,user-group,5,0,1,6,1,0
6424,0.0,2012-03-14,11.0,2029.0,5.0,235.03278936,316.56244005,7,357.0,336,3,86,0,False,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,15,0,user-group,0,0,0,7,0,2
9258,0.0,2014-01-27,15.0,962.0,214.0,230.40521177,318.25855748,5,4620.0,340,2,90,1175,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1999,9,0,user-group,0,1,0,7,0,3
11591,0.0,2012-08-03,245.0,0.0,5.0,230.74279672,322.52259642,1,9851.0,343,31,88,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,0,0,0,0,0,0
32929,0.0,2014-02-10,73.0,219.0,65.0,240.25010352,314.65591389,3,181.0,424,2,87,1200,True,Chocolate Lovers Consultants Ltd,,Official pipe,1990,9,0,user-group,6,0,0,5,0,3
16917,0.0,2012-03-23,63.0,661.0,60.0,237.7460201,318.22947521,6,9357.0,330,6,100,1230,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2016,15,0,user-group,0,1,0,5,0,2
2977,0.0,2014-01-30,6.0,1512.0,5.0,234.09241902,321.95850147,1,12804.0,342,2,17,1500,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,2002,8,1,user-group,0,0,0,5,0,2
12940,0.0,2014-01-20,1526.0,0.0,1717.0,0.0,324.99999998,1,7847.0,342,2,17,0,True,Chocolate Lovers Consultants Ltd,9.0,Unofficial pipe,0,16,8,parastatal,0,0,0,5,0,2
39664,0.0,2013-10-30,12.0,0.0,2.0,232.09027108,321.74719049,5,16031.0,342,6,48,0,False,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,6,0,0,5,0,2
10359,0.0,2012-07-10,245.0,0.0,100.0,230.70107736,322.51322269,1,12060.0,343,31,88,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,8,0,user-group,0,1,0,5,0,2
19859,0.0,2012-03-14,11.0,2104.0,5.0,235.11344987,316.61660851,7,1091.0,336,3,86,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,15,0,user-group,5,0,0,7,0,2
12530,0.0,2012-07-28,20.0,0.0,92.0,231.44665168,322.36370776,1,467.0,343,9,65,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,0,0,0,0
32751,0.0,2014-03-22,20.0,1949.0,5.0,237.54114257999998,321.74790867,2,2135.0,328,5,20,1001,False,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1977,3,0,user-group,0,0,1,0,0,3
28280,0.0,2013-10-13,949.0,0.0,1038.0,232.53904055,320.04440719,5,650.0,339,4,107,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,1,0,5,0,3
29323,220.0,2014-03-18,20.0,1173.0,365.0,236.82248126000002,321.50174903,2,1666.0,327,3,26,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,14,0,user-group,4,0,1,3,0,0
26693,0.0,2012-03-15,0.0,895.0,252.0,234.97720678000002,314.78449389,0,558.0,336,6,0,1025,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2012,3,0,user-group,5,0,0,6,1,0
39691,0.0,2012-08-14,132.0,0.0,55.0,233.34497395,322.31617356,1,11154.0,344,5,109,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,0,0,0,5,0,2
52528,0.0,2012-07-27,20.0,1526.0,32.0,232.98193976,322.93126375,1,7557.0,344,2,16,1600,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1987,9,0,user-group,0,0,1,8,1,1
10020,0.0,2013-11-02,12.0,0.0,2.0,231.85865717000001,321.7489766,5,68.0,342,6,48,0,True,Chocolate Lovers Consultants Ltd,4.0,Official pipe,0,8,1,user-group,6,0,0,5,0,2
34333,400.0,2012-03-01,11.0,468.0,32.0,237.76532884,317.94555033,6,13278.0,330,3,49,1350,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1977,3,0,user-group,3,0,1,6,1,0
13850,700.0,2012-03-26,117.0,537.0,245.0,237.04426003,317.45481458,7,19235.0,330,2,83,1250,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1986,15,0,user-group,3,0,0,5,0,2
