id,Size of chocolate pool,Date of entry,Country funded by,Height of pipe,oompa loomper,longitude,Lattitude,Cocoa farm,Country of factory,Region code,District code,Location,Chocolate consumers in town,Does factory offer tours,Recorded by,Oompa loompa management,Official or Unofficial pipe,Year constructed,Type of pump,management,management_group,Payment scheme,chocolate_quality,chocolate_quantity,chocolate_source,chocolate_source_class,pipe_type
61039,0.0,2013-10-18,59.0,0.0,5.0,234.03356563,321.71882213,4,665.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,1,0,1,5,0,2
17089,0.0,2014-01-04,20.0,1435.0,29.0,237.56266269,321.69438081,2,3526.0,328,5,20,1001,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,1975,3,5,user-group,3,0,1,0,0,1
35176,0.0,2012-03-30,117.0,1505.0,245.0,236.84293542,318.7983339,6,14014.0,330,2,83,1120,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1977,3,0,user-group,0,0,0,0,0,0
53187,3200.0,2013-10-21,447.0,1360.0,207.0,234.01035493,323.84871126,1,11326.0,345,7,114,1556,True,Chocolate Lovers Consultants Ltd,3.0,Unofficial pipe,1990,14,0,user-group,3,0,0,8,1,1
70658,0.0,2012-03-31,,0.0,,233.06652782999998,315.58205093,0,17097.0,337,6,67,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,6,0,3,0,0,0
59941,0.0,2012-03-14,20.0,332.0,5.0,238.85900877,319.79309781,2,294.0,329,4,39,1100,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2010,8,0,user-group,0,1,4,5,0,2
57242,220.0,2014-03-18,20.0,1176.0,5.0,236.81881643,321.50792372,2,1666.0,327,3,26,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,3,0,user-group,4,0,1,0,0,0
1740,0.0,2014-01-26,16.0,1636.0,55.0,234.37124533,323.13626134,1,10723.0,345,3,1,3800,True,Chocolate Lovers Consultants Ltd,4.0,,2002,8,1,user-group,0,0,1,5,0,2
33803,700.0,2012-03-26,3.0,1647.0,5.0,234.6559163,316.10951838,7,248.0,336,5,15,1156,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,1983,3,5,user-group,3,0,0,6,1,0
16680,0.0,2013-10-03,383.0,0.0,398.0,233.36530051,321.38489515,4,1152.0,342,8,111,0,,Chocolate Lovers Consultants Ltd,9.0,Unofficial pipe,0,3,8,parastatal,6,0,1,1,1,0
1040,0.0,2012-04-02,117.0,1290.0,245.0,236.96642649,318.93941502,6,3267.0,330,2,83,1080,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1979,3,0,user-group,0,0,0,0,0,0
28220,0.0,2012-07-29,63.0,1030.0,5.0,232.26890445,316.62990005,8,13400.0,340,3,14,1530,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2003,4,0,user-group,0,0,0,3,0,2
24175,0.0,2012-08-06,132.0,0.0,55.0,233.42090049,322.2709778,1,7501.0,344,5,109,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,0,0,1,5,0,2
60421,0.0,2013-10-25,98.0,0.0,5.0,232.04440624,321.56726834,5,11485.0,342,6,48,0,True,Chocolate Lovers Consultants Ltd,4.0,Official pipe,0,8,1,user-group,6,0,0,5,0,2
20850,0.0,2012-03-11,492.0,482.0,5.0,236.11993438,316.68047911,7,10690.0,330,4,43,1600,True,Chocolate Lovers Consultants Ltd,,Official pipe,2010,8,0,user-group,0,0,1,5,0,2
67517,0.0,2012-07-17,39.0,0.0,31.0,232.94580599,316.07040328,8,4697.0,337,7,74,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,9,0,user-group,5,0,0,5,0,3
11714,0.0,2013-10-28,240.0,1491.0,241.0,233.888901,323.28632274,1,10528.0,345,4,51,1250,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2001,8,0,user-group,6,0,0,5,0,2
10630,700.0,2014-11-02,11.0,732.0,9.0,234.66353800000002,313.97464897,0,7171.0,335,4,97,1120,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1997,3,0,user-group,3,0,0,0,0,0
63900,0.0,2014-01-28,1054.0,1100.0,70.0,235.20071031999998,318.62874603,4,193.0,338,4,81,1500,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2014,7,0,user-group,0,0,0,3,0,0
67410,0.0,2012-04-09,22.0,0.0,157.0,236.58713821999999,318.49974471,6,13176.0,326,2,68,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,8,0,user-group,0,1,0,5,0,2
10366,0.0,2012-03-27,130.0,0.0,123.0,236.11179024,318.72270649,6,193.0,326,5,23,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,4,0,1,3,0,1
4233,0.0,2014-02-28,59.0,0.0,5.0,233.50081762,321.74761215,1,12355.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,1,0,2,5,0,2
6251,0.0,2012-03-12,401.0,0.0,94.0,235.5400787,318.79728325,4,29.0,326,7,96,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,0,5,0,3
51328,0.0,2014-03-14,,1237.0,,235.94469946,321.79363771,4,25.0,327,2,110,1001,False,Chocolate Lovers Consultants Ltd,0.0,,1995,3,0,user-group,0,0,1,0,0,0
12868,3200.0,2012-03-18,439.0,2085.0,5.0,234.78745024,315.27625838,0,509.0,336,6,0,1051,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2015,3,0,user-group,2,0,0,0,0,0
35851,0.0,2013-12-13,193.0,0.0,196.0,232.81799533,320.13194597,5,7540.0,339,7,8,0,False,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,2,0,0,0
7733,1200.0,2014-03-03,18.0,1213.0,14.0,237.82797584,320.85106195,2,6591.0,328,4,18,1140,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,2014,3,4,user-group,3,0,1,0,0,0
37577,210.0,2014-09-03,139.0,1060.0,128.0,237.45924927,321.6230912,2,1438.0,328,5,20,1010,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2006,3,5,user-group,4,0,0,0,0,0
43483,0.0,2014-03-12,,1614.0,,236.69302272,321.64229013,2,4968.0,327,4,122,1001,False,Chocolate Lovers Consultants Ltd,5.0,,2005,3,4,user-group,0,0,0,0,0,3
70119,700.0,2014-02-12,11.0,1044.0,9.0,236.02461439,314.45758784,7,9440.0,335,6,10,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1995,3,0,user-group,3,0,2,6,1,0
51828,0.0,2012-03-09,20.0,2036.0,5.0,238.24217515,320.46812620000003,2,17469.0,329,2,40,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1980,9,0,user-group,0,0,0,5,0,3
3930,0.0,2014-01-13,,1790.0,,234.93723085,320.37296646,4,218.0,338,3,32,1001,True,Chocolate Lovers Consultants Ltd,0.0,,1995,9,0,user-group,1,3,2,5,0,3
21779,0.0,2012-07-19,11.0,0.0,21.0,233.87782806,315.41735864,0,362.0,337,4,27,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,2,0,0,0
26310,0.0,2012-03-15,72.0,1970.0,64.0,234.81456901,316.02279587,7,4646.0,336,5,15,1035,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2012,12,0,user-group,0,0,0,7,0,2
44508,0.0,2012-03-03,20.0,215.0,175.0,238.75944232,317.00745551,7,2543.0,385,54,108,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1979,7,0,user-group,0,0,2,3,0,1
11067,0.0,2012-04-04,22.0,0.0,23.0,236.0020072,318.7819698,6,248.0,326,6,55,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,7,0,user-group,4,0,2,3,0,0
461,250.0,2014-02-28,,1797.0,,234.90179053,320.45809529,4,7608.0,338,3,32,1001,True,Chocolate Lovers Consultants Ltd,0.0,,2005,14,0,user-group,4,0,1,3,0,0
70152,0.0,2014-03-23,677.0,850.0,29.0,237.90225863,320.5084127,2,2342.0,328,4,18,1140,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,1972,3,0,user-group,0,0,1,0,0,0
2344,0.0,2014-02-23,20.0,1808.0,1088.0,235.55154527,320.78367622,4,187.0,346,2,84,1400,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1978,3,0,user-group,0,0,0,6,1,0
51765,0.0,2014-01-18,284.0,1012.0,278.0,229.67697845,320.08813157,5,7461.0,341,5,119,0,False,Chocolate Lovers Consultants Ltd,1.0,Official pipe,1976,9,2,other,0,0,2,8,1,0
37857,1200.0,2012-03-09,168.0,1910.0,5.0,234.49045804,315.2337806,0,8236.0,336,6,0,1036,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,2,0,0,6,1,0
64772,0.0,2014-02-09,88.0,361.0,77.0,239.91126442,314.40129351,3,5019.0,424,2,87,1400,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2014,14,0,user-group,6,0,1,3,0,1
35794,220.0,2014-02-23,53.0,1763.0,395.0,235.56149597,320.64588501,4,7483.0,346,3,57,1253,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2008,14,0,user-group,4,0,0,1,1,0
46708,0.0,2014-02-09,458.0,0.0,5.0,0.0,324.99999998,1,6271.0,342,2,17,0,,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,6,0,0,5,0,2
63443,0.0,2014-02-13,405.0,1245.0,420.0,238.00003985,320.59936531,2,1908.0,328,4,18,1532,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2013,3,0,user-group,0,0,1,0,0,0
16999,0.0,2013-10-26,575.0,1438.0,625.0,233.79013394999998,323.17400477,1,11959.0,345,4,51,1160,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2012,3,0,user-group,6,0,1,1,1,0
19697,0.0,2013-10-10,45.0,0.0,11.0,233.1896019,320.78301496,4,3515.0,339,2,94,0,False,Chocolate Lovers Consultants Ltd,7.0,Official pipe,0,6,7,commercial,4,5,1,2,1,1
21907,0.0,2014-01-22,,1691.0,,234.532082,320.23752126,4,149.0,338,3,32,1001,True,Chocolate Lovers Consultants Ltd,0.0,,1965,7,0,user-group,6,3,2,3,0,0
37861,0.0,2012-08-10,39.0,0.0,31.0,232.94048797,316.2200376,8,8207.0,337,7,74,0,False,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,9,0,user-group,5,0,3,5,0,3
40805,0.0,2012-03-05,20.0,464.0,5.0,238.59639191,319.70340541,2,294.0,329,3,47,1450,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2002,3,4,user-group,0,0,1,6,1,1
65326,0.0,2014-11-03,20.0,1766.0,29.0,234.89224087,313.9365653,3,10200.0,335,4,97,1001,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2009,3,0,user-group,6,0,2,0,0,0
64448,210.0,2014-03-15,110.0,1766.0,102.0,235.72227064999998,321.6983253,4,4168.0,349,31,89,1150,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1999,3,0,user-group,4,0,0,6,1,0
52820,0.0,2012-03-15,0.0,1574.0,252.0,234.93885236,314.87869339,0,5070.0,336,6,0,1050,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2012,3,0,user-group,5,0,0,6,1,0
40167,0.0,2014-01-16,1434.0,1340.0,5.0,233.6273142,322.83736641,1,156.0,345,5,70,1420,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,2013,9,1,user-group,6,1,0,5,0,2
55511,0.0,2014-11-03,20.0,1849.0,29.0,234.88490036000002,313.94606992,0,10623.0,335,4,97,1001,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2009,3,0,user-group,6,0,2,0,0,0
71206,0.0,2014-03-19,90.0,1351.0,607.0,236.3368921,322.13453997,4,5255.0,327,7,72,2500,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2010,3,0,user-group,5,0,1,6,1,5
73559,0.0,2012-07-11,85.0,0.0,5.0,231.4132401,323.76055602,1,8909.0,343,8,58,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,15,0,user-group,3,0,1,5,0,2
67536,220.0,2014-02-23,53.0,1746.0,395.0,235.57907918,320.65641568,4,11709.0,346,3,57,1532,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2008,14,0,user-group,4,0,0,1,1,0
33474,0.0,2013-10-05,59.0,0.0,5.0,234.06043541,321.82285135,4,307.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,15,1,user-group,1,0,0,5,0,2
66006,0.0,2012-03-02,151.0,237.0,143.0,239.15140486,317.8093788,6,4967.0,385,44,9,1556,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2009,9,0,user-group,0,0,3,5,0,3
70175,0.0,2013-10-04,90.0,0.0,5.0,233.8276368,321.37978046,4,19224.0,342,9,50,0,,Chocolate Lovers Consultants Ltd,9.0,Unofficial pipe,0,3,8,parastatal,6,0,0,1,1,0
46951,0.0,2012-03-19,523.0,0.0,560.0,236.26432571,319.43986737,6,209.0,326,5,23,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,7,0,user-group,4,0,1,3,0,1
51352,0.0,2014-01-30,59.0,0.0,5.0,233.63670788000002,321.66264408,4,8918.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,1,0,0,5,0,2
44511,0.0,2012-04-07,39.0,0.0,31.0,233.23775859,315.73667053,0,109.0,337,3,67,0,False,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,8,1,user-group,5,0,0,5,0,2
69388,0.0,2012-03-28,20.0,0.0,29.0,233.44565619,316.44462652,8,18233.0,337,2,85,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,14,0,user-group,4,0,0,3,0,0
31756,0.0,2013-10-22,142.0,0.0,1072.0,234.10789271,321.58234259,4,2.0,342,7,13,0,True,Chocolate Lovers Consultants Ltd,4.0,Official pipe,0,9,1,user-group,0,7,0,3,0,3
39853,0.0,2014-02-06,68.0,1883.0,99.0,229.7970512,320.57553418,5,4430.0,341,3,45,1270,True,Chocolate Lovers Consultants Ltd,7.0,Unofficial pipe,1974,6,0,user-group,0,0,0,3,0,0
66758,700.0,2012-04-16,40.0,1995.0,37.0,234.76667444999998,315.87803958,7,68.0,336,5,15,1150,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2014,3,5,user-group,3,0,0,0,0,0
42580,250.0,2012-03-23,23.0,201.0,280.0,238.97911113,318.47935106,6,6776.0,331,2,24,1040,True,Chocolate Lovers Consultants Ltd,3.0,Unofficial pipe,2014,14,3,commercial,4,0,0,3,0,0
52380,205.0,2014-03-29,37.0,1529.0,5.0,237.28306157,321.76715002,2,7201.0,328,5,20,1040,True,Chocolate Lovers Consultants Ltd,5.0,Official pipe,2012,3,4,user-group,4,0,0,6,1,0
54455,0.0,2012-03-04,5.0,0.0,5.0,239.11614309,320.24106827,2,11811.0,329,9,5,1001,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2002,0,0,user-group,0,0,3,5,0,2
763,500.0,2014-02-19,619.0,1167.0,5.0,235.87755108,314.4468985,7,16054.0,335,6,10,1250,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,2017,15,1,user-group,3,0,2,5,0,2
50782,0.0,2014-09-02,11.0,661.0,9.0,234.67093508,313.86684177,0,8957.0,335,4,97,1086,,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1997,3,0,user-group,6,0,1,0,0,0
71057,0.0,2012-03-03,352.0,0.0,5.0,239.06654657,320.10639934,2,4435.0,329,9,5,1400,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1986,8,0,user-group,0,0,2,1,1,0
59826,0.0,2013-11-05,1573.0,0.0,1778.0,232.83610184,319.98861013,5,2.0,339,7,8,0,False,Chocolate Lovers Consultants Ltd,1.0,Official pipe,0,8,2,other,0,0,2,5,0,2
9141,0.0,2014-03-19,124.0,1675.0,566.0,236.7764721,321.65324044,2,8991.0,327,8,41,1500,True,Chocolate Lovers Consultants Ltd,6.0,Unofficial pipe,2017,3,5,user-group,6,0,1,1,1,1
73671,0.0,2012-04-10,,0.0,,234.02398306999999,316.14563489,7,3056.0,337,8,44,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,0,0,3,6,1,0
37698,1200.0,2012-03-16,291.0,0.0,5.0,238.80486646,320.13200748,2,137.0,329,9,5,1045,True,Chocolate Lovers Consultants Ltd,3.0,Official pipe,1976,3,7,commercial,3,0,1,0,0,0
38650,0.0,2012-07-12,,0.0,,233.80711063,315.87644106,0,13128.0,337,5,34,0,True,Chocolate Lovers Consultants Ltd,0.0,,0,3,0,user-group,0,0,0,6,1,0
24145,5200.0,2014-08-03,12.0,723.0,25.0,238.02789359,320.70468059,2,4484.0,328,4,18,1034,True,Chocolate Lovers Consultants Ltd,7.0,,1999,3,0,user-group,2,0,0,6,1,0
68577,0.0,2014-02-27,20.0,965.0,5.0,237.40825851,321.61750155,2,10682.0,328,5,20,1001,False,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1979,3,0,user-group,6,0,1,0,0,3
50093,0.0,2012-04-03,22.0,0.0,93.0,235.66939062,318.78896043,4,1838.0,326,6,55,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,7,3,commercial,4,0,1,3,0,1
41516,1700.0,2014-02-26,11.0,1053.0,5.0,235.6629939,314.76957089,0,871.0,335,3,60,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1998,4,0,user-group,2,0,3,5,0,2
40158,220.0,2014-02-03,18.0,1173.0,14.0,237.86035246,320.77146483,2,16440.0,328,4,18,1120,True,Chocolate Lovers Consultants Ltd,7.0,Official pipe,2017,3,4,user-group,4,0,1,0,0,0
41712,0.0,2012-03-27,,0.0,,232.92377759,315.70580769000003,0,1619.0,337,6,67,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,8,0,user-group,6,0,3,5,0,2
10011,0.0,2012-03-05,,187.0,,239.67046166,317.09345786,7,175.0,385,61,25,1036,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,14,0,user-group,0,0,0,3,0,0
59980,0.0,2013-10-11,12.0,0.0,2.0,233.8683893,321.66415733,4,9076.0,342,3,11,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,8,1,user-group,1,0,1,5,0,2
68270,0.0,2014-02-28,20.0,1061.0,5.0,237.39092504,321.66169468,2,1800.0,328,5,20,1050,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1980,3,0,user-group,6,0,1,0,0,0
30042,800.0,2014-01-28,295.0,1034.0,5.0,229.74735249,320.09963624,5,1680.0,341,4,19,2500,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,2010,0,8,parastatal,3,0,0,3,0,2
63756,250.0,2014-02-23,88.0,418.0,77.0,239.81821596,314.46451069,3,10691.0,424,2,87,1200,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2016,7,0,user-group,4,1,0,3,0,1
29530,0.0,2012-03-14,213.0,371.0,18.0,238.35253395,318.36525125000003,6,2701.0,331,2,24,6000,True,Chocolate Lovers Consultants Ltd,6.0,Official pipe,2015,6,5,user-group,6,0,0,6,1,0
11134,700.0,2014-02-04,3.0,655.0,3.0,237.49799974,313.92622147,3,3319.0,335,2,62,1001,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2004,4,0,user-group,3,0,0,3,0,2
7870,0.0,2012-07-20,20.0,0.0,1694.0,0.0,324.99999998,1,448.0,344,7,36,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,9,0,user-group,0,0,1,1,1,0
27516,0.0,2012-07-29,11.0,0.0,5.0,230.59931715,322.55338952,1,1248.0,343,31,88,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,0,0,2,0,0,0
42262,0.0,2012-07-13,20.0,0.0,5.0,231.14262533,323.18548992,1,3562.0,343,2,4,0,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,0,3,0,user-group,2,0,0,0,0,0
22914,0.0,2014-02-15,252.0,1635.0,5.0,235.62442123,320.73334363,4,952.0,346,2,84,1400,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,1998,8,0,user-group,0,0,0,5,0,2
15331,0.0,2013-10-16,55.0,0.0,47.0,233.11504826,321.12665548,4,2821.0,342,4,6,0,True,Chocolate Lovers Consultants Ltd,9.0,Unofficial pipe,0,9,8,parastatal,0,0,3,1,1,3
61893,400.0,2012-07-28,99.0,1959.0,857.0,231.10934179,317.22838475,8,15952.0,340,4,95,1450,True,Chocolate Lovers Consultants Ltd,9.0,Official pipe,2012,3,8,parastatal,5,0,0,6,1,0
59101,220.0,2014-01-23,63.0,543.0,60.0,238.77697117,314.59921135,3,25.0,333,4,117,1567,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2010,4,0,user-group,3,3,2,3,0,2
18266,0.0,2012-08-03,,0.0,,231.80724315,323.71545405,1,454.0,343,7,46,0,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,0,3,0,user-group,0,0,1,1,1,0
23509,0.0,2013-10-17,7.0,0.0,5.0,233.48898741,321.28895694,4,6521.0,342,9,50,0,True,Chocolate Lovers Consultants Ltd,4.0,Unofficial pipe,0,15,1,user-group,6,1,1,5,0,2
31669,220.0,2014-02-03,31.0,794.0,26.0,239.25962114,314.2349217,3,3401.0,415,34,93,1001,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,2005,3,0,user-group,4,0,1,0,0,1
67754,0.0,2014-01-31,7.0,0.0,5.0,232.5518866,321.51366902,1,7867.0,342,4,7,0,,Chocolate Lovers Consultants Ltd,,Unofficial pipe,0,8,9,unknown,6,3,4,5,0,2
61467,0.0,2012-03-13,20.0,348.0,5.0,238.74092577,319.99286276,2,19101.0,329,4,39,1300,True,Chocolate Lovers Consultants Ltd,0.0,Unofficial pipe,1988,9,0,user-group,0,3,1,5,0,3
14800,0.0,2014-02-23,,1430.0,,235.06560406,319.92943458,4,1557.0,338,3,32,1001,True,Chocolate Lovers Consultants Ltd,0.0,,1965,9,0,user-group,6,3,4,5,0,3
11682,0.0,2014-03-19,147.0,1455.0,139.0,235.76904427,322.87072855,4,6334.0,327,6,112,1410,True,Chocolate Lovers Consultants Ltd,0.0,Official pipe,2008,3,0,user-group,0,0,1,0,0,1
25488,0.0,2012-08-26,16.0,0.0,5.0,233.61179142999998,322.27880152,1,2858.0,344,3,80,0,True,Chocolate Lovers Consultants Ltd,,Official pipe,0,8,0,user-group,0,0,1,5,0,2
